ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1145649-20241216,2994526,216137,1,BUY LOW LIQUORS INC.,CENTRAL BUY LOW LIQUOR,3360 W MONTROSE AVE,CHICAGO,IL,60618,33,33,33-33,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1145649,RENEW,,10/15/2024,11/30/2024,N,12/16/2024,12/15/2026,11/30/2024,12/18/2024,AAI,,60,41.961239671,-87.713076618,POINT (-87.7130766179954 41.96123967064833)
2840410-20241216,2995623,408979,3,"EDEN IN CHICAGO, LLC",EDEN,2734 W ROSCOE ST 1,CHICAGO,IL,60618,35,9,35-9,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2840410,RENEW,,10/15/2024,12/19/2024,N,12/16/2024,12/15/2026,12/19/2024,12/20/2024,AAI,,,41.942905772,-87.696950157,POINT (-87.6969501565478 41.94290577175032)
2059646-20241216,2995036,356711,1,"ST STORES, INC.",7 ELEVEN #3489104,4771 N ELSTON AVE 1ST,CHICAGO,IL,60630,39,19,39-19,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2059646,RENEW,,10/15/2024,11/06/2024,N,12/16/2024,12/15/2026,11/06/2024,11/07/2024,AAI,,,41.967682488,-87.739305343,POINT (-87.73930534313814 41.9676824884904)
2563507-20241216,2995657,411007,2,"GOBRANDS, INC",goPuff,1525 W HOMER ST 1 101,CHICAGO,IL,60642,32,,32-,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2563507,RENEW,,10/15/2024,10/31/2024,N,12/16/2024,12/15/2026,10/31/2024,11/01/2024,AAI,,,41.917539332,-87.666015931,POINT (-87.66601593118759 41.91753933245386)
28025-20241216,2994148,11429,1,CHICAGO FOOD CORPORATION,JOONG BOO MARKET,3333 N KIMBALL AVE,CHICAGO,IL,60618,35,24,35-24,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,28025,RENEW,,10/15/2024,11/14/2024,N,12/16/2024,12/15/2026,11/14/2024,12/16/2024,AAI,,,41.942153586,-87.712446018,POINT (-87.71244601758664 41.94215358561294)
1873282-20241216,2994738,299177,1,LOS POTRILLOS FOOD MARKET LLC,LOS POTRILLOS,3624 W BELMONT AVE 1,CHICAGO,IL,60618,30,22,30-22,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1873282,RENEW,,10/15/2024,12/06/2024,N,12/16/2024,12/15/2026,12/06/2024,12/09/2024,AAI,,,41.939309516,-87.718539941,POINT (-87.718539940519 41.93930951600574)
2589736-20250116,3000985,426523,1,"LAKEVIEW MARKET, INC.","LAKEVIEW MARKET FOOD, WINE & SPIRITS",1118 S MICHIGAN AVE 1,CHICAGO,IL,60605,4,2,4-2,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2589736,RENEW,,11/15/2024,11/18/2024,N,01/16/2025,01/15/2027,11/18/2024,11/19/2024,AAI,,,41.868685426,-87.624262267,POINT (-87.62426226665401 41.868685425678045)
1948880-20250116,3000406,340167,1,"1412 WEST CHICAGO AVENUE, LLC",LUSH WINE & SPIRITS,1412 W CHICAGO AVE 1ST,CHICAGO,IL,60642,27,32,27-32,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,1948880,RENEW,,11/15/2024,01/09/2025,N,01/16/2025,01/15/2027,01/09/2025,01/10/2025,AAI,,29,41.89625011,-87.662954107,POINT (-87.66295410715367 41.89625011016584)
2359659-20250116,3000688,393920,1,"KHOKHAR ENTERPRISES, INC.",7-ELEVEN #33758 C,2421 W 103RD ST 1,CHICAGO,IL,60655,19,61,19-61,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2359659,RENEW,,11/15/2024,12/22/2024,N,01/16/2025,01/15/2027,12/22/2024,12/23/2024,AAI,,20,41.706267847,-87.68256824,POINT (-87.68256823964518 41.706267847376395)
1597199-20250116,3000204,292263,1,"RJ LIQUORS, INC.",RJ LIQUORS,5640 W FULLERTON AVE,CHICAGO,IL,60639,30,17,30-17,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1597199,RENEW,,11/15/2024,01/08/2025,N,01/16/2025,01/15/2027,01/08/2025,01/08/2025,AAI,,,41.924064416,-87.767660486,POINT (-87.76766048637344 41.92406441637916)
2463316-20250116,3000818,405760,1,NORWOOD PARK WINE & SPIRITS INC.,NORWOOD PARK WINE & SPIRITS,6056 N NORTHWEST HWY 1ST,CHICAGO,IL,60631,41,22,41-22,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2463316,RENEW,,11/15/2024,11/18/2024,N,01/16/2025,01/15/2027,11/18/2024,11/19/2024,AAI,,,41.991304101,-87.797504804,POINT (-87.79750480390851 41.99130410059285)
2762158-20250116,3001207,471731,1,GOLD COAST MARKET INC,GOLD COAST MARKET,71-73 W CHICAGO AVE 1,CHICAGO,IL,60654,42,40,42-40,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2762158,RENEW,,11/15/2024,01/03/2025,N,01/16/2025,01/15/2027,01/03/2025,01/06/2025,AAI,,,41.896529455,-87.630992439,POINT (-87.63099243940756 41.8965294551304)
1119637-20250116,2999985,209419,1,"N.W. FOOD & LIQUOR, INC.",NORTHWEST FOOD & LIQUOR,5170 - 5174 W NORTH AVE,CHICAGO,IL,60639,37,22,37-22,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1119637,RENEW,,11/15/2024,01/06/2025,N,01/16/2025,01/15/2027,01/06/2025,01/07/2025,AAI,,,41.909614895,-87.755477968,POINT (-87.75547796793691 41.90961489519426)
2446684-20250116,3000250,303471,13,WALMART INC.,WALMART #5617,4626 W DIVERSEY AVE,CHICAGO,IL,60639,31,30,31-30,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2446684,RENEW,,11/15/2024,12/04/2024,N,01/16/2025,01/15/2027,12/04/2024,01/15/2025,AAI,,,41.931688919,-87.743016947,POINT (-87.74301694683085 41.931688919351)
2616632-20250116,3001000,429639,1,"PARNAY FOOD & LIQUOR, INC.",CRATER FOOD & LIQUOR,1148 N MILWAUKEE AVE 1,CHICAGO,IL,60642,1,1,1-1,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2616632,RENEW,,11/15/2024,02/06/2025,N,01/16/2025,01/15/2027,02/06/2025,02/07/2025,AAI,,29,41.90249586,-87.665357703,POINT (-87.66535770275132 41.90249586026425)
2992751-20241220,2992751,509386,2,GROCER KING INC,7-Eleven #33591D,4859 N MILWAUKEE AVE 1,CHICAGO,IL,60630,45,19,45-19,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2992751,ISSUE,09/17/2024,09/18/2024,09/18/2024,N,12/20/2024,01/15/2027,12/20/2024,12/20/2024,AAI,,,41.969394222,-87.761887172,POINT (-87.76188717239603 41.96939422175831)
8180-20250116,2999035,4010,1,PERSONAL LIQUORS COMPANY II,PERSONAL LIQUORS II,5558 W NORTH AVE 1,CHICAGO,IL,60639,37,24,37-24,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,8180,RENEW,,11/15/2024,01/07/2025,N,01/16/2025,01/15/2027,01/07/2025,01/08/2025,AAI,,,41.909490053,-87.765576615,POINT (-87.76557661503037 41.90949005306579)
2670919-20250116,3000561,360549,4,THE BEER TEMPLE LLC,THE BEER TEMPLE,3169-3175 N ELSTON AVE,CHICAGO,IL,60618,35,19,35-19,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2670919,RENEW,,11/15/2024,01/14/2025,N,01/16/2025,01/15/2027,01/14/2025,01/15/2025,AAI,,,41.93877274,-87.697205524,POINT (-87.69720552355243 41.93877273984495)
1954412-20250116,3000416,340750,1,"MANOJ & SHILPA, INC.",A & R FOOD MART,5952 W GRAND AVE,CHICAGO,IL,60639,36,11,36-11,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1954412,RENEW,,11/15/2024,01/13/2025,N,01/16/2025,01/15/2027,01/13/2025,01/14/2025,AAI,,,41.920596458,-87.775192681,POINT (-87.77519268085403 41.9205964582011)
42525-20250116,2999149,16204,1,FAMILY PANTRY INC,OPEN PANTRY,10657 S PULASKI RD 1ST,CHICAGO,IL,60655,19,16,19-16,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,42525,RENEW,,11/15/2024,11/15/2024,N,01/16/2025,01/15/2027,11/15/2024,11/18/2024,AAI,,,41.698675241,-87.720494855,POINT (-87.72049485543255 41.69867524086993)
34735-20250116,2999264,32666,1,"KODRA LIQUORS, INC.",DJ WINE & SPIRITS,6109 - 6111 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,30,30,30-30,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,34735,RENEW,,11/15/2024,01/02/2025,N,01/16/2025,01/15/2027,01/02/2025,01/03/2025,AAI,,,41.930989258,-87.778764754,POINT (-87.77876475391976 41.930989257573195)
30044-20250116,2999122,11998,1,ABH FOOD & LIQUOR INC.,ABH FOOD & LIQUOR INC,5345 W NORTH AVE 1,CHICAGO,IL,60639,37,6,37-6,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,30044,RENEW,,11/15/2024,12/26/2024,N,01/16/2025,01/15/2027,12/26/2024,12/27/2024,AAI,,,41.909338965,-87.759794867,POINT (-87.75979486719923 41.90933896530053)
1493841-20250116,3000152,277375,1,"''5659 W. DIVERSEY, INC.''",5659 W. DIVERSEY,5659 W DIVERSEY AVE,CHICAGO,IL,60639,30,34,30-34,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1493841,RENEW,,11/15/2024,12/02/2024,N,01/16/2025,01/15/2027,12/02/2024,12/03/2024,AAI,,,41.931135403,-87.768612131,POINT (-87.76861213063502 41.93113540348285)
2185324-20250116,3000587,375593,1,"SOPHIA BAWANI, INC.",7 ELEVEN #36033A,801 S STATE ST,CHICAGO,IL,60605,4,58,4-58,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2185324,RENEW,,11/15/2024,01/10/2025,N,01/16/2025,01/15/2027,01/10/2025,01/10/2025,AAI,,,41.871745465,-87.627377032,POINT (-87.62737703185378 41.87174546458985)
1096-20250116,2998053,205,1,"ONE STOP FOOD & LIQUOR STORE, INC.",ONE STOP FOOD & LIQUOR STORE,4301-4323 S LAKE PARK AVE,CHICAGO,IL,60653,4,5,4-5,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,1096,RENEW,,11/15/2024,01/16/2025,N,01/16/2025,01/15/2027,01/16/2025,01/22/2025,AAI,,,41.816865148,-87.598688844,POINT (-87.59868884416672 41.816865148052045)
2762786-20250116,3001257,472132,1,Om Sai Ram Enterprises Inc.,7-Eleven #32261D,4631 N WESTERN AVE 1,CHICAGO,IL,60625,47,13,47-13,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2762786,RENEW,,11/15/2024,12/29/2024,N,01/16/2025,01/15/2027,12/29/2024,12/30/2024,AAI,,21,41.965791672,-87.688670765,POINT (-87.68867076537488 41.965791672217485)
2621235-20250116,3001005,430328,1,AMBAJI 5835 INC.,APPLE PANTRY,5835 W FULLERTON AVE 1,CHICAGO,IL,60639,36,23,36-23,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2621235,RENEW,,11/15/2024,01/03/2025,N,01/16/2025,01/15/2027,01/03/2025,01/06/2025,AAI,,,41.923772331,-87.77228359,POINT (-87.7722835904723 41.92377233146913)
9048-20250116,2999038,4213,1,"ZAID CERTIFIED LIQUORS, INC.",ZIAD CERTIFIED FOODS,513 E 47TH ST 1,CHICAGO,IL,60653,3,30,3-30,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,9048,RENEW,,11/15/2024,12/11/2024,N,01/16/2025,01/15/2027,12/11/2024,12/17/2024,AAI,,56,41.80932287,-87.613335521,POINT (-87.61333552121958 41.80932287011908)
39740-20250116,2999146,15854,1,S & L FOOD & LIQUORS INC,S & L FOOD & LIQUORS INC,4958 W FULLERTON AVE 1ST,CHICAGO,IL,60639,31,21,31-21,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,39740,RENEW,,11/15/2024,01/02/2025,N,01/16/2025,01/15/2027,01/02/2025,01/03/2025,AAI,,,41.924285888,-87.751105734,POINT (-87.75110573368215 41.924285888333095)
2511343-20250116,3000253,303471,14,WALMART INC.,WALMART NEIGHBORHOOD MARKET #3110,7535 S ASHLAND AVE 1ST,CHICAGO,IL,60620,17,29,17-29,6,1474,Package Goods,774,Retail Sales of Packaged Liquor,2511343,RENEW,,11/15/2024,12/04/2024,N,01/16/2025,01/15/2027,12/04/2024,01/15/2025,AAI,,,41.756545414,-87.663443853,POINT (-87.6634438528519 41.75654541412582)
2360058-20250116,3000695,394081,1,"SAMIL, INC.",ONE STOP MARKET,3456 S WESTERN AVE 1,CHICAGO,IL,60608,12,13,12-13,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2360058,RENEW,,11/15/2024,12/16/2024,N,01/16/2025,01/15/2027,12/16/2024,12/17/2024,AAI,,,41.830324216,-87.685182334,POINT (-87.68518233355891 41.83032421612542)
2492199-20250116,3000845,410112,1,63RD FOOD & LIQUOR INC.,63RD FOOD & LIQUOR,1813 W 63RD ST 1,CHICAGO,IL,60636,15,40,15-40,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,2492199,RENEW,,11/15/2024,01/07/2025,N,01/16/2025,01/15/2027,01/07/2025,01/08/2025,AAI,,,41.77926508,-87.669678332,POINT (-87.66967833181279 41.779265079527086)
2868379-20250216,3006001,489505,1,BODEGA BAY MART INC.,BODEGA  BAY MART,2007 W NORTH AVE,CHICAGO,IL,60647,1,15,1-15,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2868379,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,01/15/2027,02/13/2025,02/14/2025,AAI,,33,41.910363707,-87.677918649,POINT (-87.67791864931262 41.91036370650572)
2988157-20250204,2988157,505349,1,VITIELLO'S WINE BEER & SPIRITS INC.,VITIELLO'S WINE BEER & SPIRITS INC.,8237 W IRVING PARK RD 1ST,CHICAGO,IL,60634,38,28,38-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2988157,ISSUE,08/23/2024,09/19/2024,03/08/2024,Y,02/04/2025,02/15/2027,02/04/2025,02/04/2025,AAI,,,41.952016451,-87.833251714,POINT (-87.83325171383302 41.952016451061134)
2767219-20250216,3005733,472656,1,Rossi Holdings Inc,7-Eleven #33912B,35 E WACKER DR 1,CHICAGO,IL,60601,42,10,42-10,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2767219,RENEW,,12/15/2024,01/08/2025,N,02/16/2025,02/15/2027,01/08/2025,01/08/2025,AAI,,1,41.886831512,-87.626556085,POINT (-87.62655608493642 41.886831512316874)
3002824-20250211,3002824,347461,16,"COMMONWEALTH VENTURES, LLC",Piccadilly Market,2557-2559 W LAWRENCE AVE,CHICAGO,IL,60625,40,8,40-8,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,3002824,ISSUE,12/13/2024,01/15/2025,12/13/2024,N,02/11/2025,02/15/2027,02/11/2025,02/11/2025,AAI,,21,41.968464308,-87.693587047,POINT (-87.69358704709259 41.96846430801986)
2180019-20250216,3004978,374821,1,"BEVERAGE ART II, LLC",WILD BLOSSOM II & SOUTH WORKS BREWING CO.,9016-9030 S HERMITAGE AVE 1,CHICAGO,IL,60620,21,17,21-17,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2180019,RENEW,,12/15/2024,01/30/2025,N,02/16/2025,02/15/2027,01/30/2025,02/26/2025,AAI,,,41.729825244,-87.667015176,POINT (-87.66701517646968 41.72982524390322)
2334335-20250216,3005139,390925,1,"A&K PRESTIGE FOOD & LIQUOR, INC.",A&K PRESTIGE FOOD & LIQUOR,3210 W MONTROSE AVE,CHICAGO,IL,60618,33,20,33-20,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2334335,RENEW,,12/15/2024,02/10/2025,N,02/16/2025,02/15/2027,02/10/2025,02/11/2025,AAI,,60,41.961292886,-87.708736076,POINT (-87.70873607582163 41.96129288575419)
2355291-20250216,3005152,393378,1,REYA WINE & SPIRITS INC,LYON'S BEVERAGE EXPRESS,3034 W ROOSEVELT RD,CHICAGO,IL,60612,28,54,28-54,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,2355291,RENEW,,12/15/2024,02/06/2025,N,02/16/2025,02/15/2027,02/06/2025,03/14/2025,AAI,,,41.866551696,-87.702076782,POINT (-87.70207678205307 41.86655169621582)
2492632-20250216,3005279,410318,1,NEEROO LLC,7-ELEVEN #36718B,3600 W BELMONT AVE 1,CHICAGO,IL,60618,30,33,30-33,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2492632,RENEW,,12/15/2024,02/04/2025,N,02/16/2025,02/15/2027,02/04/2025,02/04/2025,AAI,,,41.939325192,-87.717461625,POINT (-87.71746162505318 41.93932519249527)
1577777-20250216,3003736,288079,1,"6343 CALIFORNIA, INC.",CALIFORNIA FOOD & LIQUORS,6343 N CALIFORNIA AVE,CHICAGO,IL,60659,50,26,50-26,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1577777,RENEW,,12/15/2024,01/06/2025,N,02/16/2025,02/15/2027,01/06/2025,01/07/2025,AAI,,43,41.997030146,-87.699473251,POINT (-87.69947325070372 41.99703014592481)
3002747-20250117,3002747,512915,1,KNBWL Inc.,Keg N Bottle West Loop,937-939 W RANDOLPH ST  1E,CHICAGO,IL,60607,27,16,27-16,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,3002747,ISSUE,12/12/2024,12/13/2024,12/12/2024,N,01/17/2025,02/15/2027,01/17/2025,01/17/2025,AAI,,,41.884233799,-87.651167033,POINT (-87.65116703256584 41.88423379905535)
36073-20250216,3003062,15182,1,JAY MAHARAJ FOOD CORPORATION,GALLERIA LIQUEURS,3409 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,44,9,44-9,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,36073,RENEW,,12/15/2024,02/05/2025,N,02/16/2025,02/15/2027,02/05/2025,02/05/2025,AAI,,27,41.943719076,-87.663778491,POINT (-87.66377849058603 41.943719076067936)
2886365-20250216,3006024,491797,3,"QUEST HOSPITALITY O'HARE PLAZA, LLC",The Farehouse Market & Cafe,8745 W HIGGINS RD FLR 1 105,CHICAGO,IL,60631,41,28,41-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2886365,RENEW,,12/15/2024,12/16/2024,N,02/16/2025,02/15/2027,12/16/2024,12/17/2024,AAI,,,41.987481688,-87.844858503,POINT (-87.84485850345517 41.98748168754663)
2631868-20250216,3005308,412485,1,BONY'S INC.,SUPERMERCADO MARTIN,5155-5159 W ADDISON ST 1ST,CHICAGO,IL,60641,31,31,31-31,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2631868,RENEW,,12/15/2024,02/11/2025,N,02/16/2025,02/15/2027,02/11/2025,02/13/2025,AAI,,,41.945895101,-87.756645852,POINT (-87.75664585225653 41.945895100869734)
2683785-20250216,3005272,410272,9,AMAZON RETAIL LLC,AMAZON GO,222 W MERCHANDISE MART PLZ 2 209,CHICAGO,IL,60654,42,14,42-14,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2683785,RENEW,,12/15/2024,02/07/2025,N,02/16/2025,02/15/2027,02/07/2025,02/07/2025,AAI,,,41.888074281,-87.634955203,POINT (-87.63495520292739 41.8880742810662)
2683788-20250216,3005274,410272,10,AMAZON RETAIL LLC,AMAZON GO,130 E RANDOLPH ST 1 CL-5,CHICAGO,IL,60601,42,42,42-42,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2683788,RENEW,,12/15/2024,02/07/2025,N,02/16/2025,02/15/2027,02/07/2025,02/07/2025,AAI,,,41.884588372,-87.623272561,POINT (-87.62327256105529 41.884588371969095)
1516173-20250216,3003714,279935,1,"J & K FOOD & LIQUOR, INC.",J & K FOOD & LIQUOR,6320 N WESTERN AVE 1,CHICAGO,IL,60659,50,30,50-30,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1516173,RENEW,,12/15/2024,01/10/2025,N,02/16/2025,02/15/2027,01/10/2025,01/13/2025,AAI,,43,41.996563992,-87.689992068,POINT (-87.689992067694 41.996563992365836)
1798-20250216,3002877,351,1,ARCADIA FOOD & LIQUOR INC.,ARCADIA FOOD & LIQUOR INC.,3201 W BRYN MAWR AVE 1ST,CHICAGO,IL,60659,39,49,39-49,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1798,RENEW,,12/15/2024,02/04/2025,N,02/16/2025,02/15/2027,02/04/2025,02/05/2025,AAI,,,41.982956974,-87.70893337,POINT (-87.70893337023193 41.982956973821615)
1583-20250216,3002871,302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,CHICAGO,IL,60657,44,39,44-39,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1583,RENEW,,12/15/2024,12/30/2024,N,02/16/2025,02/15/2027,12/30/2024,12/31/2024,AAI,,17,41.94002036,-87.654172106,POINT (-87.65417210636889 41.940020360226804)
2791649-20250216,3005323,412672,1,ASAL INC.,CHICAGO DIPLOMAT CAFE,3134 N LINCOLN AVE 1,CHICAGO,IL,60657,32,10,32-10,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2791649,RENEW,,12/15/2024,02/11/2025,N,02/16/2025,02/15/2027,02/11/2025,02/11/2025,AAI,,27,41.938604726,-87.667388843,POINT (-87.66738884321998 41.93860472553245)
2609018-20250216,3005468,425288,1,MIDDLE BROW BREWPUB LLC,MIDDLE BROW,2002 N MOZART ST 1,CHICAGO,IL,60647,1,23,1-23,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2609018,RENEW,,12/15/2024,12/18/2024,N,02/16/2025,02/15/2027,12/18/2024,02/13/2025,AAI,,,41.91759015,-87.698749237,POINT (-87.69874923730616 41.917590149798)
2678008-20250216,3005268,410272,5,AMAZON RETAIL LLC,AmazonGo,113 S FRANKLIN ST 1,CHICAGO,IL,60606,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2678008,RENEW,,12/15/2024,02/07/2025,N,02/16/2025,02/15/2027,02/07/2025,02/07/2025,AAI,,,41.880305437,-87.635122872,POINT (-87.63512287193143 41.88030543681151)
2451370-20250216,3005256,404143,1,OM 3755 CORP.,LAKESIDE MARKET,801 W IRVING PARK RD 1ST,CHICAGO,IL,60613,46,5,46-5,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2451370,RENEW,,12/15/2024,12/30/2024,N,02/16/2025,02/15/2027,12/30/2024,12/31/2024,AAI,,18,41.954450658,-87.649737336,POINT (-87.64973733578533 41.954450657937436)
1495747-20250216,3003481,213367,1,"CITY FRESH MARKET, INC.",CITY FRESH MARKET,3201 W DEVON AVE,CHICAGO,IL,60659,50,39,50-39,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1495747,RENEW,,12/15/2024,02/10/2025,N,02/16/2025,02/15/2027,02/10/2025,02/11/2025,AAI,,,41.997278474,-87.709407357,POINT (-87.70940735717784 41.9972784744174)
1766608-20250216,3003933,309555,1,MOUNSEF INVESTMENT CORP.,7-ELEVEN,6001 N WESTERN AVE 1,CHICAGO,IL,60659,40,8,40-8,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1766608,RENEW,,12/15/2024,02/05/2025,N,02/16/2025,02/15/2027,02/05/2025,02/06/2025,AAI,,,41.990591264,-87.68952829,POINT (-87.68952828959665 41.990591264484515)
2398730-20250216,3003792,301699,1,"PAULINA MARKET, INC.",PAULINA MARKET,3501 N LINCOLN AVE,CHICAGO,IL,60657,47,22,47-22,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2398730,RENEW,,12/15/2024,12/27/2024,N,02/16/2025,02/15/2027,12/27/2024,12/30/2024,AAI,,27,41.945254158,-87.672389793,POINT (-87.67238979319875 41.94525415835947)
1513990-20250216,3003676,278888,1,ISSHA LIQUORS INCORPORATED,ISSHA GROCERY AND LIQUORS,2901 W DEVON AVE,CHICAGO,IL,60659,50,26,50-26,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1513990,RENEW,,12/15/2024,02/04/2025,N,02/16/2025,02/15/2027,02/04/2025,02/05/2025,AAI,,43,41.997406422,-87.702132228,POINT (-87.70213222791853 41.99740642183538)
2762442-20250216,3005686,471933,1,"AQUA FOOD & LIQUOR, INC.",AQUA WINE & SPIRITS,503 N LA SALLE DR 1,CHICAGO,IL,60654,42,32,42-32,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2762442,RENEW,,12/15/2024,01/14/2025,N,02/16/2025,02/15/2027,01/14/2025,01/15/2025,AAI,,,41.89091725,-87.63241429,POINT (-87.63241429043457 41.890917250209725)
2060562-20250216,3004192,357100,1,"ASHLAND LIQUOR & FOOD, INC.",IKE'S LIQUORS,1554 W 95TH ST 1,CHICAGO,IL,60643,21,18,21-18,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2060562,RENEW,,12/15/2024,02/10/2025,N,02/16/2025,02/15/2027,02/10/2025,02/11/2025,AAI,,69,41.721326987,-87.662533658,POINT (-87.66253365848958 41.72132698672774)
12954-20250216,3002952,6158,1,KOL TUV KOSHER FOODS INC,KOL TUV KOSHER FOODS INC,2938 W DEVON AVE,CHICAGO,IL,60659,50,33,50-33,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,12954,RENEW,,12/15/2024,01/02/2025,N,02/16/2025,02/15/2027,01/02/2025,01/03/2025,AAI,,43,41.997601281,-87.703612672,POINT (-87.70361267194514 41.99760128084559)
2363626-20250216,3005160,394482,1,"HIT PORTFOLIO I TRS, LLC",HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,40 E GRAND AVE 6-19,CHICAGO,IL,60611,42,22,42-22,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2363626,RENEW,,12/15/2024,12/23/2024,N,02/16/2025,02/15/2027,12/23/2024,12/24/2024,AAI,,,41.891796783,-87.626492737,POINT (-87.62649273716487 41.89179678289696)
2451596-20250216,3005027,377766,1,"SYED ENTERPRISE, INC.",SHAH MINI MART,4234 W FULLERTON AVE 1ST,CHICAGO,IL,60639,31,10,31-10,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2451596,RENEW,,12/15/2024,01/13/2025,N,02/16/2025,02/15/2027,01/13/2025,01/14/2025,AAI,,,41.92451849,-87.733112515,POINT (-87.73311251466045 41.924518490422905)
74858-20250216,3003294,46698,1,"AUM SHREE SAI ENTERPRISES, INC",7-ELEVEN,1153 W BELMONT AVE  1ST,CHICAGO,IL,60657,44,10,44-10,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,74858,RENEW,,12/15/2024,01/07/2025,N,02/16/2025,02/15/2027,01/07/2025,01/07/2025,AAI,,17,41.939733475,-87.658651934,POINT (-87.65865193424143 41.93973347468255)
2792007-20250216,3005269,410272,7,AMAZON RETAIL LLC,AMAZON GO,500 W MADISON ST  C013-C017,CHICAGO,IL,60661,42,41,42-41,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2792007,RENEW,,12/15/2024,02/07/2025,N,02/16/2025,02/15/2027,02/07/2025,02/07/2025,AAI,,,41.881994338,-87.639758685,POINT (-87.6397586848809 41.88199433820508)
